OBJECTID,Island (Code),Date,Observer Initials,Header/Observer Memo,Time (of initial observation),Beach/Location Name (from standardized list),Location Description / Comment,Size,Sex,Beach Position,Body Condition,Seal ID (permanent #),Bleach / Temp #,TAG #,P (Tag Location),Tag Color,% Molt,Disturbance (by observer),Notes,Photos?,created_user,created_date,last_edited_user,last_edited_date,Latitude,Longitude,Mom/Pup Nursing Pair?,GlobalID,x,y
63,15,5/21/2021 22:41,GPS,Glauco Antonio Puig-Santana,5/21/2021 22:41,PAPALOA,,A,F,1,F,RI25,,I,R,R,,0,Adult male with cookie cutter also passed along vocally interacted with female and swam away. Both mom and pup are sleeping.  Tag on right on I is visible. ,Y,gpuig_santana@nps.gov_nps,5/21/2021 22:43,gpuig_santana@nps.gov_nps,5/21/2021 22:43,,,Y,a38806a1-abd1-479b-82ce-7c9debd0dfe1,-156.9817003,21.198801
64,15,5/21/2021 22:43,GPS,Glauco Antonio Puig-Santana,5/21/2021 22:43,PAPALOA,North Papaloa. ,P,M,1,M,RP70,MP2,,,,,0,Both are healthy and sleeping along shore. ,Y,gpuig_santana@nps.gov_nps,5/21/2021 22:44,gpuig_santana@nps.gov_nps,4/26/2022 18:17,,,Y,c970e4e3-7a54-47f5-b26f-970cdd59347e,-156.9817003,21.198801
65,15,5/21/2021 22:44,GPS,Glauco Antonio Puig-Santana,5/21/2021 22:45,PAPALOA,Along shore break around 200 m off shore. ,A,F,1,M,RK62,,,,,,0,Swimming along shore break heading off shore with pup. ,N,gpuig_santana@nps.gov_nps,5/21/2021 22:46,gpuig_santana@nps.gov_nps,5/21/2021 22:46,,,Y,648e3942-eb1c-474a-9178-0fe627282a59,-156.9828981,21.19922225
66,15,5/21/2021 22:47,GPS,Glauco Antonio Puig-Santana,5/21/2021 22:47,PAPALOA,Off shore around 200m. ,P,U,0,M,RP88,MP3,,,,,0,Swimming in shore break. Pup was vocalizing to mother. ,N,gpuig_santana@nps.gov_nps,5/21/2021 22:48,gpuig_santana@nps.gov_nps,4/26/2022 18:15,,,Y,fd12fecc-8a12-4d3e-8157-947bc25d2403,-156.9828981,21.19922225
67,15,5/21/2021 22:48,GPS,Glauco Antonio Puig-Santana,5/21/2021 22:48,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On beach cove,W ,M,1,M,,MP1,None,,,,0,Sleeping along shore. ,N,gpuig_santana@nps.gov_nps,5/21/2021 22:49,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,c67b8a01-41a1-4830-a90c-6566e1e98490,-156.9848246,21.19142465
68,15,5/24/2021 19:28,GPS,Glauco Antonio Puig-Santana,5/24/2021 19:28,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On rocky outcrop,W ,M,1,M,,MP1,None,,,,0,Resting along the rocky shore. Left shoulder faint natural bleach. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 19:29,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,93d412b8-1b18-4f8e-95e6-93b5edcb81ce,-156.9850131,21.19127856
69,15,5/24/2021 20:29,GPS,Glauco Antonio Puig-Santana,5/24/2021 20:29,ILIOPII,On Northern Edge of Illio Píi,A,M,0,M,,,,,R,,0,Tags observed. Unable to read them. Large natural bleach on left ventral distal side. Cookie cutter scar on mid dorsal. Aggressive actions with other male nearby. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 20:32,gpuig_santana@nps.gov_nps,5/24/2021 20:32,,,N,78585aba-7c19-44f8-9d9f-c076b9fd549b,-156.9799552,21.20578225
70,15,5/24/2021 20:33,GPS,Glauco Antonio Puig-Santana,5/24/2021 20:33,ILIOPII,On Northern Edge of Illio Pii,A,M,0,M,,,,,,,0,No tags observed. Aggressive action towards other male nearby. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 20:34,gpuig_santana@nps.gov_nps,5/24/2021 20:34,,,N,f60a0cda-6cca-4536-9a32-3d6a2dc622c4,-156.9799916,21.20574801
71,15,5/24/2021 20:52,GPS,Glauco Antonio Puig-Santana,5/24/2021 20:52,PAPALOA,North Papaloa in shallow pool. ,A,F,0,M,RI25,,,,,,0,Nursing mom and pup pair. Unable to read tag. Swimming in shallow pool. Left eye scar present. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 20:53,gpuig_santana@nps.gov_nps,5/24/2021 20:55,,,Y,8875adc7-3b39-4d90-9383-6dc74ff631bf,-156.9817306,21.19900525
72,15,5/24/2021 20:53,GPS,Glauco Antonio Puig-Santana,5/24/2021 20:53,PAPALOA,Shallow pool on north Papaloa. ,P,M,0,M,RP70,MP2,,,,,0,Unable to read tag on mother. Nursing mom and pup por swimming in shallow pool. Left scar on eye for mother it is I25,Y,gpuig_santana@nps.gov_nps,5/24/2021 20:54,gpuig_santana@nps.gov_nps,4/26/2022 18:17,,,Y,352b8c2b-f8c6-455f-9e8a-5bf271c01175,-156.9817306,21.19900525
73,15,5/24/2021 21:09,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:09,PAPALOA,Mid Papaloa,A,F,1,F,RL04,,,,R,,1,Nursing pup and mom pair. Resting along shorelines. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:10,gpuig_santana@nps.gov_nps,5/24/2021 21:10,,,Y,12b09433-1915-410d-8e84-d8da32c4aa2c,-156.9829428,21.19673626
74,15,5/24/2021 21:10,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:10,PAPALOA,Mid Papaloa,P,U,1,M,RP50,MP6,,,,,0,Nursing mom and pup pair. Resting along shorelines. ****Unable to tell apart with RP40.,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:11,gpuig_santana@nps.gov_nps,4/26/2022 18:12,,,Y,96e4c73c-d021-48e6-968a-8f488ab9a832,-156.9829428,21.19673626
75,15,5/24/2021 21:12,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:12,PAPALOA,Mid Papaloa,A,F,0,M,RN12,,,,R,,1,Nursing mom and pup pair. Swimming in shallow pool. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:13,gpuig_santana@nps.gov_nps,5/24/2021 21:13,,,Y,bc43d53f-4b36-4aaf-b417-ad610c4cb40e,-156.9826889,21.19780482
76,15,5/24/2021 21:13,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:13,PAPALOA,Mid Papaloa,P,U,0,M,RP60,MP5,,,,,0,Nursing mom and pup pair. Swimming in shallow pool. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:14,gpuig_santana@nps.gov_nps,4/26/2022 18:13,,,Y,37376bd0-52c7-429d-8565-c5dbe06149a0,-156.9826889,21.19780482
77,15,5/24/2021 21:15,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:15,PAPALOA,Mid Papaloa,A,F,1,F,RA10,,,,R,,0,Resting along shorelines. Mom and Pup pair. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:16,gpuig_santana@nps.gov_nps,5/24/2021 21:16,,,Y,d2599426-465b-4ff8-997b-6ef5aa7478b6,-156.9825552,21.19782137
78,15,5/24/2021 21:16,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:16,PAPALOA,Mid Papaloa,P,U,1,M,RP40,MP7,,,,,0,Nursing mom and pup pair. Sleeping along shorelines. ****Unable to tell apart with RP50. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:17,gpuig_santana@nps.gov_nps,4/26/2022 18:08,,,Y,e0364523-0a1a-4636-a7f0-f65b4c0aa26e,-156.9825552,21.19782137
79,15,5/24/2021 21:17,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:17,PAPALOA,Along rocky outer shore. ,A,F,0,M,RK62,,,,R,,0,Outer shore. Located in pool but then swam out. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:18,gpuig_santana@nps.gov_nps,5/24/2021 21:18,,,Y,9bd0238d-6e5d-4b25-bb84-6a420365977e,-156.9827636,21.19806688
80,15,5/24/2021 21:19,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:19,PAPALOA,On rocky outer shore. ,P,U,0,M,RP88,MP3,,,,,0,Located in pool and then swam to off shore. Mom and Pup pair. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:20,gpuig_santana@nps.gov_nps,4/26/2022 18:15,,,Y,162f7d95-ce47-40f5-ba69-734fef4afee9,-156.9827636,21.19806688
81,15,5/24/2021 21:26,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:26,PAPALOA,Mid Papaloa,A,F,1,P,RG30,,G3,R,R,,0,Came along rocky shore after being chased by unknown male. G3 is visible on tag. ,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:28,gpuig_santana@nps.gov_nps,5/24/2021 21:50,,,N,2569f1fb-e32e-4255-b741-cb7caa2171a1,-156.9830817,21.19689919
82,15,5/24/2021 21:29,GPS,Glauco Antonio Puig-Santana,5/24/2021 21:29,PAPALOA,Mid Papaloa,A,M,1,M,,,,,,,0,Unknown male. No tags no obvious natural bleach makes or scars visible. Chasing RG32,Y,gpuig_santana@nps.gov_nps,5/24/2021 21:30,gpuig_santana@nps.gov_nps,5/24/2021 21:30,,,N,efc7f0b2-3f06-4b0c-9f4a-a84405f0a996,-156.9830817,21.19689919
83,15,5/26/2021 16:14,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:15,PAPALOA,Mid Papaloa,A,F,1,F,RL04,,L04,L,R,,0,Sleeping high on shoreline. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:16,gpuig_santana@nps.gov_nps,5/26/2021 16:16,,,Y,261963b1-0d55-4415-a544-e6b2b56aa802,-156.9828729,21.19675854
84,15,5/26/2021 16:16,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:16,PAPALOA,Mid Papaloa,P,M,1,M,RP50,MP6,,,,,0,Nursing mom and pup pair. Both sleeping. Bleach the on MP6 is just a blob in left side near flippers. ****Unable to tell apart with RP40. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:18,gpuig_santana@nps.gov_nps,4/26/2022 18:12,,,Y,31431f7c-b8a0-4acc-9262-82adfab804ce,-156.9828729,21.19675854
85,15,5/26/2021 16:29,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:29,PAPALOA,Mid Papaloa,A,F,1,F,RA10,,,,,,0,Two nursing pup pairs (RA10 and RK62) and a pregnant female all within 10 meters of each others. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:31,gpuig_santana@nps.gov_nps,5/26/2021 16:31,,,Y,e74a5653-1033-48a1-b478-520bc6cabc52,-156.9827184,21.19764537
86,15,5/26/2021 16:31,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:31,PAPALOA,Mid Papaloa,P,M,1,M,RP40,MP7,,,,,0,Bleach tag of 7 visible on left side. A bit hard to distinguish. ****Unable to tell apart with RP50. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:32,gpuig_santana@nps.gov_nps,4/26/2022 18:08,,,Y,5f627d4a-2e3d-4b5e-9869-9b1c49ecdb22,-156.9827184,21.19764537
87,15,5/26/2021 16:33,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:33,PAPALOA,Mid Papaloa,A,F,1,P,RG30,,,,,,0,Was near water but was displaced up the beach by RK62.,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:34,gpuig_santana@nps.gov_nps,5/26/2021 16:34,,,N,0de49f3f-7ae3-453d-be79-f8b354bb0376,-156.9827514,21.19767246
88,15,5/26/2021 16:34,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:34,PAPALOA,Mid Papaloa,A,F,0,F,RK62,,,,,,0,In ver close proximity to RG30 and RA10 and MP7,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:35,gpuig_santana@nps.gov_nps,5/26/2021 16:35,,,Y,75b171dd-07af-4edf-ac77-c6786570af6a,-156.9827697,21.19770204
89,15,5/26/2021 16:36,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:36,PAPALOA,Mid Papaloa,P,M,0,M,RP88,MP3,,,,,0,Was swimming in shallow pool but is now suckling along the shoreline with the Mother. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:37,gpuig_santana@nps.gov_nps,4/26/2022 18:15,,,Y,23b805cd-2c45-4ef4-81a6-eee4039f9832,-156.9827697,21.19770204
90,15,5/26/2021 16:39,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:39,PAPALOA,Mid Papaloa,A,F,1,F,RN12,,,,,,0,Sleeping high on beach. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:40,gpuig_santana@nps.gov_nps,5/26/2021 16:42,,,Y,ec02c2c3-1034-4629-8c55-1a7438524de2,-156.9824078,21.19793685
91,15,5/26/2021 16:40,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:41,PAPALOA,Mid Papaloa,P,U,1,M,RP60,MP5,,,,,0,Suckling on mother. While she sleeps high on beach. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:42,gpuig_santana@nps.gov_nps,4/26/2022 18:13,,,Y,ff1fd098-6156-46d8-bab5-6f4b9bc3d882,-156.9824078,21.19793685
92,15,5/26/2021 16:43,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:43,PAPALOA,North Papaloa,A,F,1,M,RI25,,,,,,0,Sleeping on shore ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:44,gpuig_santana@nps.gov_nps,5/26/2021 16:44,,,Y,b23473bc-69f8-4327-bccb-1c8ef5bd0994,-156.981696,21.1987501
93,15,5/26/2021 16:44,GPS,Glauco Antonio Puig-Santana,5/26/2021 16:44,PAPALOA,North Papaloa,P,M,1,F,RP70,MP2,,,,,0,Sleeping high on shore. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 16:45,gpuig_santana@nps.gov_nps,4/26/2022 18:17,,,Y,7b605954-6b96-4928-8d91-b560d85b9a89,-156.981696,21.1987501
94,15,5/26/2021 17:18,GPS,Glauco Antonio Puig-Santana,5/26/2021 17:18,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,M,0,M,,MP1,None,,,,0,In shallow water searching among rocks. ,Y,gpuig_santana@nps.gov_nps,5/26/2021 17:19,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,4cc67810-98d6-460c-a202-5d695fdc4924,-156.9849589,21.19125898
95,15,5/28/2021 17:31,GPS,Glauco Antonio Puig-Santana,5/28/2021 17:31,ILIOPII,In front of Watanuki Beach house,A,F,1,P,RT22,,T22,L,R,,0,Sleeping on beach. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 17:32,gpuig_santana@nps.gov_nps,5/28/2021 17:32,,,N,79349c83-32fd-4575-a0bd-f705907bf0da,-156.9793259,21.20517684
96,15,5/28/2021 17:44,GPS,Glauco Antonio Puig-Santana,5/28/2021 17:44,PAPALOA,North Papaloa in shallow pool. ,A,F,0,F,RI25,,,,,,0,Lounging in shallow pool. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 17:45,gpuig_santana@nps.gov_nps,5/28/2021 17:45,,,Y,705087ff-fc97-482a-b8aa-13b4bd721aed,-156.9817082,21.19883339
97,15,5/28/2021 17:45,GPS,Glauco Antonio Puig-Santana,5/28/2021 17:45,PAPALOA,North Papaloa in shallow pool. ,P,M,0,M,RP70,MP2,,,,,0,Nursing mom and pup pair. Pups bleach of dorsal came out well mid shoulder. Unable to see the one near flippers. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 17:47,gpuig_santana@nps.gov_nps,4/26/2022 18:17,,,Y,f1995af3-5d70-4171-9d7c-6dff17f870a8,-156.9817082,21.19883339
98,15,5/28/2021 17:51,GPS,Glauco Antonio Puig-Santana,5/28/2021 17:51,PAPALOA,Along rocky shoreline. ,A,F,1,F,RN12,,,,R,,0,Nursing mom and pup pair. Have moved from high on the beach to lower and black up. Vocalizing a lot between mom and pup. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 17:52,gpuig_santana@nps.gov_nps,5/28/2021 17:52,,,Y,15a0c6e9-a5ae-4d89-a239-4fe9066ddfb1,-156.9824178,21.19795096
99,15,5/28/2021 17:53,GPS,Glauco Antonio Puig-Santana,5/28/2021 17:53,PAPALOA,Along rocky shoreline. ,P,U,1,M,RP60,MP5,,,,,0,Nursing mom and pup pair. Have moved from high on the beach to lower and black up. Vocalizing a lot between mom and pup. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 17:53,gpuig_santana@nps.gov_nps,4/26/2022 18:13,,,Y,62f8362f-7a16-46a3-83db-0c93172e4f40,-156.9824178,21.19795096
100,15,5/28/2021 18:06,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:06,PAPALOA,Mid Papaloa. South of rest of the group. ,A,F,1,M,RL04,,,,,,0,Along shore and proceeded to move in the water. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:07,gpuig_santana@nps.gov_nps,5/28/2021 18:07,,,Y,cc70889a-66d3-44cf-a578-5b6cd7f84bd0,-156.9829425,21.19670937
101,15,5/28/2021 18:08,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:08,PAPALOA,Mid Papaloa. South of rest of the group. ,P,M,1,M,RP50,MP6,,,,,0,Along shore and proceeded to move in the water. ****Unable to tell apart with RP40.,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:09,gpuig_santana@nps.gov_nps,4/26/2022 18:12,,,Y,b6a3cd04-a550-4a2a-9fe5-257955492e86,-156.9829425,21.19670937
102,15,5/28/2021 18:09,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:09,PAPALOA,Mid Papaloa,A,F,1,F,RG30,,,,,,0,Placenta located in front of mother. First time observation of this mom and pup pair. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:10,gpuig_santana@nps.gov_nps,5/28/2021 18:10,,,Y,8545f27a-7c6a-434b-a4e9-d32c6b807d5e,-156.9829093,21.19725486
103,15,5/28/2021 18:11,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:11,PAPALOA,Mid Papaloa,P,U,1,M,,MP8,,,,,0,"Nursing along shoreline. Placenta in front of mother. Pup perished. Mom observed without pup on 06/03/2021, large swells days before disappearance. ",Y,gpuig_santana@nps.gov_nps,5/28/2021 18:12,gpuig_santana@nps.gov_nps,4/26/2022 18:04,,,Y,543d68ae-c388-4ae0-875a-fc4c27cc795a,-156.9829093,21.19725486
104,15,5/28/2021 18:12,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:12,PAPALOA,Mid Papaloa,A,F,1,M,RK62,,,,,,0,Sleeping in shallow pool as pup nurses.,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:13,gpuig_santana@nps.gov_nps,5/28/2021 18:13,,,Y,113a71a2-02db-408f-ae88-f8f33df2958e,-156.9828915,21.19761717
105,15,5/28/2021 18:14,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:14,PAPALOA,Mid Papaloa in shallow pool. ,P,M,0,M,RP88,MP3,,,,,0,Sleeping in shallow pool as pup nurses.,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:15,gpuig_santana@nps.gov_nps,4/26/2022 18:15,,,Y,d4e41dc2-c245-4d10-99dd-f46ecaa2354b,-156.9828915,21.19761717
106,15,5/28/2021 18:15,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:15,PAPALOA,Mid Papaloa in shallow pool. ,A,F,0,F,RA10,,,,R,,0,Sleeping in shallow pool as pup nurses.,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:16,gpuig_santana@nps.gov_nps,5/28/2021 18:16,,,Y,1d33cac7-79eb-477a-b1d1-60ec03a1ad2b,-156.9828472,21.19770391
107,15,5/28/2021 18:16,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:16,PAPALOA,,P,M,0,M,RP40,MP7,,,,,0,Sleeping in shallow pool as pup nurses. ****Unable to tell apart with RP50.,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:17,gpuig_santana@nps.gov_nps,4/26/2022 18:09,,,Y,52e380b2-2a81-4f09-b085-005fe1e25d12,-156.9828472,21.19770391
108,15,5/28/2021 18:27,GPS,Glauco Antonio Puig-Santana,5/28/2021 18:27,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",In shallow pool on south side. ,P,M,0,M,,MP1,None,,,,0,Bleach tag K1 present. ,Y,gpuig_santana@nps.gov_nps,5/28/2021 18:28,gpuig_santana@nps.gov_nps,4/26/2022 18:21,,,N,7155816b-56bc-4f50-82d1-f5a9f8581b0e,-156.9849019,21.19122515
109,15,6/1/2021 16:36,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:36,PAPALOA,North Papaloa ,A,F,0,M,RI25,,,,,,0,Mothers asleep in shallow pool as pup suckles and vocalizes. Heavy surf today. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:37,gpuig_santana@nps.gov_nps,6/1/2021 16:37,,,Y,174b30e1-fe3b-4e7d-8aad-a5849e390af8,-156.9818109,21.19900828
110,15,6/1/2021 16:38,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:38,PAPALOA,North Papaloa ,W ,M,0,M,RP70,MP2,,,,,0,Suckling while mother sleeps. Very vocal. Heavy surf sometimes displaces them. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:39,gpuig_santana@nps.gov_nps,4/26/2022 18:17,,,Y,3d44bed6-a00b-4ea5-8502-78447ab7114b,-156.9818109,21.19900828
111,15,6/1/2021 16:44,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:44,PAPALOA,North Papaloa ,A,F,1,M,RN12,,N13,R,R,,0,Sleeping high on the beach,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:45,gpuig_santana@nps.gov_nps,6/1/2021 16:45,,,Y,c5fc7db5-3a64-4d6a-aa36-9fb7adc2617e,-156.9820099,21.19833967
112,15,6/1/2021 16:45,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:45,PAPALOA,North Papaloa ,P,F,1,M,RP60,MP5,,,,,0,Sleeping high on the beach. Pup is a female see ventral shots. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:46,gpuig_santana@nps.gov_nps,4/26/2022 18:13,,,Y,ab4008ca-f58d-4260-9dae-b1480497081a,-156.9820099,21.19833967
113,15,6/1/2021 16:52,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:52,PAPALOA,Mid Papaloa in shallow rocky pool. ,A,F,0,F,RA10,,,,R,,0,Sleeping in shallow pool. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:53,gpuig_santana@nps.gov_nps,6/1/2021 16:53,,,Y,93b77999-ac24-4b3b-b733-4678d2dc5479,-156.9828905,21.19764039
114,15,6/1/2021 16:53,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:53,PAPALOA,Mid Papaloa in shallow rocky pool. ,P,M,0,M,RP40,MP7,,,,,0,Sleeping in shallow pool. ****Unable to tell apart with RP50. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:54,gpuig_santana@nps.gov_nps,4/26/2022 18:09,,,Y,d437cfc5-d03e-48c9-88cb-293ee279af0b,-156.9828905,21.19764039
115,15,6/1/2021 16:57,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:57,PAPALOA,Mid Papaloa,A,F,1,M,RG30,,,,R,,0,Sleeping along shorelines ,Y,gpuig_santana@nps.gov_nps,6/1/2021 16:58,gpuig_santana@nps.gov_nps,6/1/2021 16:58,,,Y,efc2a1b6-cb8d-452e-94d5-921f446359cb,-156.9828821,21.19729342
116,15,6/1/2021 16:58,GPS,Glauco Antonio Puig-Santana,6/1/2021 16:59,PAPALOA,Mid Papaloa,P,U,1,M,,MP8,,,,,0,"Sleeping along shorelines. Pup perished. Mom observed without pup on 06/03/2021, large swells days before disappearance  ",Y,gpuig_santana@nps.gov_nps,6/1/2021 16:59,gpuig_santana@nps.gov_nps,4/26/2022 18:04,,,Y,6c74cc18-2715-44cf-b51d-7b1d6c024cb3,-156.9828821,21.19729342
117,15,6/1/2021 17:05,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:05,PAPALOA,Mid Papaloa,A,F,0,M,RL04,,,,,,0,Swimming in shallow water. Vocalizing among his each other. Scar on top of head for mother. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:07,gpuig_santana@nps.gov_nps,6/1/2021 17:07,,,Y,c8d83a75-064a-4525-84d8-75371e0fa7b9,-156.9829499,21.19622668
118,15,6/1/2021 17:07,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:07,PAPALOA,Mid Papaloa,P,M,0,M,RP50,MP6,,,,,0,Swimming in shallow water. Vocalizing among his each other. Scar on top of head for mother. Pup with “6” bleach tag. ****Unable to tell apart with RP40. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:08,gpuig_santana@nps.gov_nps,4/26/2022 18:12,,,Y,06896870-c298-45d2-a99b-bfb16095f261,-156.9829499,21.19622668
119,15,6/1/2021 17:13,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:13,PAPALOA,South Papaloa,A,F,1,F,RT22,,,,,,0,Sleeping high on beach. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:14,gpuig_santana@nps.gov_nps,6/1/2021 17:14,,,Y,b7461435-6785-4a00-b999-018dcdd0b117,-156.9830549,21.19520025
120,15,6/1/2021 17:15,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:15,PAPALOA,South Papaloa,P,U,1,M,RP36,MP9,,,,,0,Sleeping high on beach. Pup first observed on Saturday afternoon 05/29/2021.,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:16,gpuig_santana@nps.gov_nps,4/26/2022 18:02,,,Y,86190bfe-658e-4467-94a0-718cc2a78dbf,-156.9830549,21.19520025
122,15,6/1/2021 17:35,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:35,PAPALOA,South Papaloa . ,A,F,0,X,RK62,,,,,,0,Swimming in high surf with pup. Vocalizing among each other. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:36,gpuig_santana@nps.gov_nps,6/1/2021 17:36,,,Y,016f3ec7-dc81-4f8b-9cc1-0199894b67d5,-156.984363,21.19263032
123,15,6/1/2021 17:36,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:37,PAPALOA,South Papaloa,P,M,0,X,RP88,MP3,,,,,0,Swimming in high surf with mother. Vocalizing among each other. Lip scar observed ,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:37,gpuig_santana@nps.gov_nps,4/26/2022 18:15,,,Y,392164cc-5ff6-45a8-b7e0-5e26cbcb244d,-156.984363,21.19263032
124,15,6/1/2021 17:42,GPS,Glauco Antonio Puig-Santana,6/1/2021 17:42,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",In rocky cove,W ,M,0,M,,MP1,None,,,,0,Sleeping in shallow pool. “K1” bleach tag. ,Y,gpuig_santana@nps.gov_nps,6/1/2021 17:43,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,70f8e83a-66cf-43fb-9ae4-9787c548a2d6,-156.9848426,21.19138906
125,15,6/3/2021 18:55,GPS,Glauco Antonio Puig-Santana,6/3/2021 18:55,PAPALOA,North Papaloa ,A,F,1,M,RI25,,,,,,0,Mother sleeping as pup suckles edge of rocky exposed area,Y,gpuig_santana@nps.gov_nps,6/3/2021 18:57,gpuig_santana@nps.gov_nps,6/3/2021 18:57,,,Y,174dc7b3-4440-460e-a0f7-fb08e1c0df1f,-156.9817878,21.19903917
126,15,6/3/2021 18:57,GPS,Glauco Antonio Puig-Santana,6/3/2021 18:57,PAPALOA,North Papaloa ,P,M,1,M,RP70,MP2,,,,,0,Mother sleeping as pup suckles edge of rocky exposed area,Y,gpuig_santana@nps.gov_nps,6/3/2021 18:58,gpuig_santana@nps.gov_nps,4/26/2022 18:17,,,Y,92c79efb-7bee-402c-9bb1-3c3825cc64cb,-156.9817878,21.19903917
